NHM specimen number,Image filename,View,Species,Subspecies,Sex,Additional taxonomic information (from specimen labels),Type Status,Hybrid status of additional taxonomic information,Included in reduced dataset,Locality,Locality latitude,Locality longitude
10428286,10428286_V_lowres.tif,ventral,melpomene,schunkei,male,schunkei,PT,valid subspecies,1,Puerto Maldonado PER MD,-12.6,-69.18333333
10428652,10428652_D_lowres.tif,dorsal,erato,erato,male,ab._constricta,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428196,10428196_D_lowres.tif,dorsal,melpomene,plesseni,male,f._niepelti,ST,hybrid,0,Pastaza Rio Upper ECD PA,-1.538391667,-78.06732222
10428533,10428533_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Yhu PAR CZ,-25.06666667,-55.91666667
10428639,10428639_D_lowres.tif,dorsal,erato,amalfreda,male,amalfreda,,valid subspecies,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428213,10428213_V_lowres.tif,ventral,melpomene,malleti,male,f._anna_hyb,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428502,10428502_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllidis,,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428797,10428797_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,La Mesa COL CN,4.65,-74.43333333
10428055,10428055_D_lowres.tif,dorsal,melpomene,cythera,male,cythera,,valid subspecies,1,Palmar ECD MA,-1.5833333330000001,-77.75
10428092,10428092_D_lowres.tif,dorsal,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,Tono Rio PER CU,-12.91666667,-71.4
10428234,10428234_V_lowres.tif,ventral,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Ashpiyaco ECD,-1.5833333330000001,-77.75
10428266,10428266_V_lowres.tif,ventral,melpomene,aglaope,male,aglaope,ST,valid subspecies,1,Cerro de Pasco PER PA,-10.499805,-75.652458
10429161,10429161_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Santa Tecla ELS LL,13.68333333,-89.28333333
10428077,10428077_V_lowres.tif,ventral,melpomene,xenoclea,male,var._confluens_hyb.,,hybrid,0,Tono Rio PER CU,-12.91666667,-71.4
10428491,10428491_D_lowres.tif,dorsal,erato,phyllis,female,f._anaitis_hyb.,HT,hybrid,0,Sara Prov BOL SC,-16.83333333,-63.91666667
10429227,10429227_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Villavicencio - Rio Ocoor COL ME,4.25,-73.75
10428417,10428417_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Piquia BRA PA,-2.666666667,-54.96666667
10428104,10428104_D_lowres.tif,dorsal,melpomene,xenoclea,male,batesi,ST,subspecies synonym,1,Bolivia COUNTRY,,
10428016,10428016_D_lowres.tif,dorsal,melpomene,vulcanus,male,vulcanus,,valid subspecies,1,Bogota COL CU,,
10428634,10428634_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Tombador BRA MO,-14.63333333,-56.25
10429059,10429059_D_lowres.tif,dorsal,erato,etylus,male,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10428354,10428354_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428681,10428681_V_lowres.tif,ventral,erato,erato,female,tellus_hyb.,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10429112,10429112_V_lowres.tif,ventral,erato,emma,male,f._palmata_hyb,HT,hybrid,0,Surinam  COUNTRY,,
10428880,10428880_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,no data,,
10428345,10428345_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,f._thelxiopeia,,subspecies synonym,1,Nouveau Chantier FRG LM,5.55,-53.93333333
10428995,10428995_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Peru  COUNTRY,,
10428230,10428230_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Rio Pishcobamba via Vilcabamba ECD LO,-4.273538889,-79.20461389
10428564,10428564_D_lowres.tif,dorsal,erato,venustus,male,ab._Sanguineus_hyb.,,hybrid,0,Guayaquil ECD,-2.166666667,-79.96666667
10428604,10428604_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,El Jabali ARG BA,-35.45,-61.35
10429222,10429222_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Empire PAN CZ,9.066666667,-79.66666667
10428174,10428174_D_lowres.tif,dorsal,melpomene,plesseni,female,f._pura,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428296,10428296_D_lowres.tif,dorsal,melpomene,amandus,male,aphrodyte_hyb.,,hybrid,0,Cochabamba BOL CO,,
10428560,10428560_D_lowres.tif,dorsal,erato,venustus,male,f._venustus,,subspecies synonym,1,Escuintla GUA,14.3,-90.78333333
10428241,10428241_V_lowres.tif,ventral,melpomene,aglaope,female,f._aglaope,,subspecies synonym,1,Cauca COL,,
10428797,10428797_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,La Mesa COL CN,4.65,-74.43333333
10428474,10428474_V_lowres.tif,ventral,melpomene,vulcanus,female,f._fumosa_hyb.,,hybrid,0,"Rio Guachaca, COL MA",11.26666667,-73.81666667
10428556,10428556_V_lowres.tif,ventral,erato,venustus,female,ab._Ottonis,,hybrid,0,Reyes BOL EB,-14.31666667,-67.38333333
10428089,10428089_D_lowres.tif,dorsal,melpomene,xenoclea,male,batesi,ST,subspecies synonym,0,Chanchamayo PER JU,-11.06666667,-75.31666667
10428672,10428672_V_lowres.tif,ventral,erato,erato,male,tellus_hyb.,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10428515,10428515_D_lowres.tif,dorsal,erato,phyllis,male,f._athene_hyb.,,hybrid,0,Santa Cruz BOL,-17.8,-63.16666667
10428452,10428452_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Tucurinca COL MA,10.65,-74.16666667
10429066,10429066_V_lowres.tif,ventral,erato,etylus,male,f._etylus,,subspecies synonym,1,Macas ECD MS,-2.316666667,-78.11666667
10428344,10428344_V_lowres.tif,ventral,melpomene,thelxiopeia,male,f._thelxiopeia,,subspecies synonym,1,Bas Maroni FRG LM,5.25,-54.25
10428316,10428316_V_lowres.tif,ventral,melpomene,nanna,male,nanna,,valid subspecies,1,Pernambuco (=Recife) BRA PE,-8.783333333,-37.7
10428977,10428977_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,no data,,
10428064,10428064_V_lowres.tif,ventral,melpomene,cythera,male,melpomene_cythera_fm._concinna,HT,unknown,0,Balzapamba ECD BO,-1.783333333,-79.16666667
10428794,10428794_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,La Mesa COL CN,4.65,-74.43333333
10428461,10428461_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,San Martin COL ME,3.7,-73.7
10428696,10428696_V_lowres.tif,ventral,erato,hydara,male,hydara,,valid subspecies,0,Obidos BRA PA,-1.9,-55.51666667
10428707,10428707_V_lowres.tif,ventral,erato,erato,female,erato,,valid subspecies,1,Aroewarwa Creek SUR MW,5.233333333,-54.31666667
10428389,10428389_V_lowres.tif,ventral,melpomene,melpomene,female,ab._primus_hyb.,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429114,10429114_V_lowres.tif,ventral,erato,emma,male,emma,,valid subspecies,1,Madre de Dios Rio Alto PER CU,-12.26666667,-70.93333333
10428778,10428778_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Madeira Rio BRA AM,-5.75,-61.25
10428874,10428874_D_lowres.tif,dorsal,erato,cyrbia,male,cyrbia,,valid subspecies,1,Paramba ECD IM,0.816666667,-78.35
10428157,10428157_V_lowres.tif,ventral,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428525,10428525_D_lowres.tif,dorsal,erato,phyllis,male,amatus,,hybrid,0,Grande Rio BOL,-17.25,-62.75
10429019,10429019_D_lowres.tif,dorsal,erato,notabilis,male,f._rubrescens,,hybrid,0,Prov. Sara BOL SC,-16.83333333,-63.91666667
10428948,10428948_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,ST,valid subspecies,1,no data,,
10428138,10428138_D_lowres.tif,dorsal,melpomene,plesseni,male,plesseni,,valid subspecies,1,Alpayacu ECD PA,-1.466666667,-78.11666667
10428035,10428035_D_lowres.tif,dorsal,melpomene,cythera,male,ab._modesta,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10429039,10429039_V_lowres.tif,ventral,erato,notabilis,male,f._rothschildi_hyb.,,hybrid,0,Balzapamba ECD BO,-1.783333333,-79.16666667
10428831,10428831_V_lowres.tif,ventral,erato,hydara,male,var._viculata_hyb.,ST,hybrid,0,Puerto Cabello VEN CA,10.46666667,-68.01666667
10429198,10429198_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Estrella CRI LI,9.716666667,-83.11666667
10428602,10428602_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Posadas ARG MI,-27.38333333,-55.88333333
10428453,10428453_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Botero COL AN,6.533333333,-75.25
10428148,10428148_V_lowres.tif,ventral,melpomene,plesseni,female,plesseni,,valid subspecies,1,Alpayacu ECD PA,-1.466666667,-78.11666667
10428277,10428277_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Nauta PER LO,-4.5,-73.58333333
10428301,10428301_D_lowres.tif,dorsal,melpomene,amandus,female,nr._aphrodyte_hyb.,,hybrid,0,Bueyes BOL SC,-17.8,-63.16666667
10428618,10428618_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Itaparica BRA BA,16.1,-88.79333333
10428113,10428113_V_lowres.tif,ventral,melpomene,aglaope,female,f._rubescens_hyb.,,hybrid,0,Huancabamba PER PA,-10.38333333,-75.55
10429108,10429108_D_lowres.tif,dorsal,erato,emma,male,emma,ST,valid subspecies,1,Yurimaguas PER LO,-5.9,-76.1
10429220,10429220_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Sabanas PAN CZ,8.566666667,-80.68333333
10428446,10428446_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Onaca COL MA,11.18333333,-74.06666667
10428522,10428522_D_lowres.tif,dorsal,erato,phyllis,female,f._athene_hyb.,,hybrid,0,Madidi Rio BOL LP,-12.75,-67.25
10428578,10428578_D_lowres.tif,dorsal,erato,phyllis,male,f._diffluens,,subspecies synonym,1,Rio Mamore prov Sara BOL SC,-17.25,-63.75
10428273,10428273_V_lowres.tif,ventral,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Palcazu PER HU,-9.883333333,-74.93333333
10428930,10428930_V_lowres.tif,ventral,erato,microclea,male,f._microclea,,subspecies synonym,1,Tono Rio PER CU,-12.91666667,-71.4
10429061,10429061_V_lowres.tif,ventral,erato,etylus,female,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10428493,10428493_V_lowres.tif,ventral,erato,phyllis,male,f._anaitis_hyb.,,hybrid,0,Grande Rio BOL,-17.25,-62.75
10428917,10428917_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,no data,,
10428850,10428850_V_lowres.tif,ventral,erato,venus,female,venus,,valid subspecies,1,no data,,
10428450,10428450_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Cananche COL BY,5.588333333,-74.28611111
10428377,10428377_D_lowres.tif,dorsal,melpomene,melpomene,male,eltringhami_hyb.,HT,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10427974,10427974_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Santa Clara Valley CRI LI,10.25,-83.75
10428605,10428605_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Puerto Aguirre ARG MI,-25.61666667,-54.6
10428615,10428615_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Pernambuco (=Recife) BRA PE,-8.783333333,-37.7
10428709,10428709_V_lowres.tif,ventral,erato,erato,male,f._fuliginosa,ST,subspecies synonym,1,Berg - en - Dal SUR BR,5.15,-55.06666667
10428666,10428666_V_lowres.tif,ventral,erato,erato,female,f._erato,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428121,10428121_D_lowres.tif,dorsal,melpomene,amaryllis,male,amaryllis,ST,valid subspecies,1,"Cahabon, Vera Paz GUA ",15.56666667,-89.81666667
10428244,10428244_V_lowres.tif,ventral,melpomene,aglaope,male,f._cognata,ST,subspecies synonym,1,Pozuzo  PER PA,-10.11666667,-75.53333333
10428419,10428419_D_lowres.tif,dorsal,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Juhuty BRA AM,-3.683333333,-56.56666667
10428761,10428761_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Guachaca Finca Union to Finca Mercedes COL,11.19758611,-73.86816111
10428186,10428186_V_lowres.tif,ventral,melpomene,plesseni,female,f._adonis,ST,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428438,10428438_D_lowres.tif,dorsal,melpomene,melpomene,male,ab._karschi,,hybrid,0,Suapure Rio VEN BO,7.233333332999999,-65.16666667
10428736,10428736_V_lowres.tif,ventral,erato,hydara,female,ab._tristis,,hybrid,0,Merida VEN ME,8.6,-71.133333
10428817,10428817_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Cumana VEN SU,10.46666667,-64.16666667
10428362,10428362_V_lowres.tif,ventral,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428783,10428783_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Magdalena Valley COL,5.535277777999999,-74.10777778
10428938,10428938_V_lowres.tif,ventral,erato,microclea,male,f._microclea,,subspecies synonym,1,San Remon PER,-11.13333333,-75.35
10428726,10428726_V_lowres.tif,ventral,erato,hydara,male,ab._tristis,,hybrid,0,Sixaola Rio CRI LI,9.556530556,-82.73621389
10428509,10428509_V_lowres.tif,ventral,erato,phyllis,female,amatus,,hybrid,0,Buenavista BOL SC,-17.45,-64.66666667
10428165,10428165_D_lowres.tif,dorsal,melpomene,plesseni,female,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429100,10429100_V_lowres.tif,ventral,erato,luscombei,female,luscombei,,valid subspecies,1,San Gaban PER PU,-13.43333333,-70.38333333
10428285,10428285_D_lowres.tif,dorsal,melpomene,schunkei,male,schunkei,PT,valid subspecies,1,Quincemil PER CU,-13.23333333,-70.76666667
10428695,10428695_D_lowres.tif,dorsal,erato,hydara,female,ab._dryope,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10428712,10428712_V_lowres.tif,ventral,erato,erato,male,f._fuliginosa,,subspecies synonym,1,Saramacca River SUR BR,5.25,-55.25
10428317,10428317_D_lowres.tif,dorsal,melpomene,nanna,male,nanna,,valid subspecies,1,Leopoldina BRA ES,-20.1,-40.53333333
10428947,10428947_V_lowres.tif,ventral,erato,petiverana,male,mexicana,ST,subspecies synonym,1,Vera Cruz MEX VC,19.2,-96.13333333
10428975,10428975_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Ayutla MEX GU,16.9,-99.21666667
10428040,10428040_D_lowres.tif,dorsal,melpomene,cythera,male,vulcanus_sticheli,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10427965,10427965_V_lowres.tif,ventral,melpomene,rosina,male,rosina,ST,valid subspecies,1,Achpiyacu ECD,,
10428380,10428380_V_lowres.tif,ventral,melpomene,melpomene,male,f._luteipicta_hyb.,ST,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428099,10428099_D_lowres.tif,dorsal,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,La Merced  PER JU,-11.05,-75.31666667
10428585,10428585_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Patino Cue PAR CE,-25.35,-57.33333333
10427984,10427984_V_lowres.tif,ventral,melpomene,rosina,female,rosina,,valid subspecies,1,Las Pavas CRI AL,10.96666667,-85.08333333
10428331,10428331_D_lowres.tif,dorsal,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428750,10428750_D_lowres.tif,dorsal,erato,hydara,female,ab._tristis,,hybrid,0,Insolita Isla PAN CQ,8.116666667,-81.73333333
10428237,10428237_V_lowres.tif,ventral,melpomene,ecuadorensis,female,f._ecuadorensis,,subspecies synonym,1,Osayacu ECD NA,-1.5833333330000001,-77.75
10429248,10429248_D_lowres.tif,dorsal,erato,demophoon,female,demophoon,,valid subspecies,1,Cananche COL BY,5.588333333,-74.28611111
10428302,10428302_V_lowres.tif,ventral,melpomene,burchelli,male,burchelli,,valid subspecies,0,Melguira BRA MO,-14.53333333,-56.31666667
10428044,10428044_V_lowres.tif,ventral,melpomene,cythera,male,vulcanus_sticheli,ST,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10429046,10429046_D_lowres.tif,dorsal,erato,lativitta,male,f._feyeri,,hybrid,0,Rio Negro COL,4.25,-73.75
10428044,10428044_D_lowres.tif,dorsal,melpomene,cythera,male,vulcanus_sticheli,ST,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428054,10428054_D_lowres.tif,dorsal,melpomene,cythera,male,cythera,,valid subspecies,1,Palmar ECD MA,-1.5833333330000001,-77.75
10428363,10428363_D_lowres.tif,dorsal,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428250,10428250_V_lowres.tif,ventral,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,Caradoc (Hda) PER CU,-13.36666667,-70.95
10428541,10428541_V_lowres.tif,ventral,erato,phyllis,male,anacreon,HT/ST,hybrid,0,Ecuador  COUNTRY,,
10429062,10429062_D_lowres.tif,dorsal,erato,etylus,male,f._etylus,,subspecies synonym,1,"Napo, Rio Napo,  ECD",-1.5833333330000001,-77.75
10428127,10428127_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis,,valid subspecies,0,Yumbatos PER SM,-6.316666667000001,-76.28333333
10429174,10429174_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Camoapa NIC BO,12.41666667,-85.51666667
10427979,10427979_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Turrialba CRI CA,9.883333333,-83.63333333
10428698,10428698_D_lowres.tif,dorsal,erato,amalfreda,male,ab._cybelellus,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10427984,10427984_D_lowres.tif,dorsal,melpomene,rosina,female,rosina,,valid subspecies,1,Las Pavas CRI AL,10.96666667,-85.08333333
10428596,10428596_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Iguazu Falls ARG MI,-25.68333333,-54.43333333
10429195,10429195_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Poas Volcan CRI AL,10.18333333,-84.21666667
10428854,10428854_V_lowres.tif,ventral,erato,venus,female,venus,,valid subspecies,1,no data,,
10428238,10428238_D_lowres.tif,dorsal,melpomene,aglaope,female,f._aglaope,,subspecies synonym,1,Pastaza Rio Upper ECD PA,-1.538391667,-78.06732222
10428813,10428813_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Popayan COL CC,2.45,-76.6
10429016,10429016_V_lowres.tif,ventral,erato,notabilis,male,f._notabilis,,subspecies synonym,1,Jalay west Peru,-1.5833333330000001,-77.75
10428786,10428786_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Frontino COL AN,6.766666667000001,-76.13333333
10429039,10429039_D_lowres.tif,dorsal,erato,notabilis,male,f._rothschildi_hyb.,,hybrid,0,Balzapamba ECD BO,-1.783333333,-79.16666667
10428849,10428849_V_lowres.tif,ventral,erato,venus,female,venus,,valid subspecies,1,El Tigre COL CH,4.95,-76.51666667
10427970,10427970_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Amazonas PROVINCE PER,,
10428434,10428434_D_lowres.tif,dorsal,melpomene,melpomene,female,ab._atrosecta,,subspecies synonym,1,Obidos BRA PA,-1.9,-55.51666667
10428169,10428169_V_lowres.tif,ventral,melpomene,plesseni,male,f._pura,ST,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428887,10428887_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Quevedo ECD LR,-1.5833333330000001,-77.75
10429143,10429143_D_lowres.tif,dorsal,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Sena Madureira BRA AC,-9.083333332999999,-68.68333333
10428216,10428216_D_lowres.tif,dorsal,melpomene,ecuadorensis,male,ecuadorensis,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429020,10429020_V_lowres.tif,ventral,erato,notabilis,female,f._notabilis,,subspecies synonym,1,Puerto Berrio; Magdalena Valley COL AN,6.533333333,-74.4
10428538,10428538_V_lowres.tif,ventral,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Sapucay PAR PA,-25.66666667,-56.91666667
10428802,10428802_V_lowres.tif,ventral,erato,guarica,male,guarica,,valid subspecies,1,San Martin COL ME,3.7,-73.7
10428091,10428091_D_lowres.tif,dorsal,melpomene,xenoclea,male,batesi,ST,subspecies synonym,1,Bolivia COUNTRY,,
10428583,10428583_V_lowres.tif,ventral,erato,phyllis,female,f._diffluens,ST,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428331,10428331_V_lowres.tif,ventral,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428063,10428063_D_lowres.tif,dorsal,melpomene,cythera,male,cythera,,valid subspecies,1,Chimbo ECD CH,-2.233333333,-79.11666667
10428405,10428405_V_lowres.tif,ventral,melpomene,melpomene,male,f._melpomene,,subspecies synonym,1,Colombian Coast,,
10429238,10429238_V_lowres.tif,ventral,erato,demophoon,male,demophoon,,valid subspecies,1,Chili Rio COL TO,4.119722222,-75.25944444
10429078,10429078_V_lowres.tif,ventral,erato,emma,male,emma,,valid subspecies,1,Osayacu ECD NA,-1.5833333330000001,-77.75
10428801,10428801_V_lowres.tif,ventral,erato,guarica,male,guarica,,valid subspecies,0,Villavicencio COL ME,4.15,-73.63333333
10428688,10428688_D_lowres.tif,dorsal,erato,hydara,male,coralii_hyb,ST,hybrid,0,Serpa BRA AM,-3.166666667,-58.26666667
10428593,10428593_V_lowres.tif,ventral,erato,phyllis,male,f._phyllidis,,subspecies synonym,1,Guazacapan GUA,14.06666667,-90.41666667
10428177,10428177_D_lowres.tif,dorsal,melpomene,plesseni,male,f._pura,,subspecies synonym,0,Alpayacu ECD PA,-1.466666667,-78.11666667
10428997,10428997_V_lowres.tif,ventral,erato,emma,female,f._agnata_hyb.,HT,hybrid,0,Peru  COUNTRY,,
10428789,10428789_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Honda COL TO,5.2,-74.75
10428765,10428765_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,El Banco COL MA,9.016666667,-73.98333333
10428898,10428898_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Quevedo ECD LR,-1.5833333330000001,-77.75
10428625,10428625_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,"Rio de Casca, 60miles north east of Cuyaba BRA MO",-14.86666667,-55.86666667
10428676,10428676_V_lowres.tif,ventral,erato,erato,male,tellus_hyb.,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429192,10429192_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Los Clavos Rio COL EC,10.16666667,-73.41666667
10428542,10428542_D_lowres.tif,dorsal,erato,phyllis,male,anacreon,,hybrid,0,Bueyes BOL SC,-17.8,-63.16666667
10428806,10428806_V_lowres.tif,ventral,erato,hydara,male,hydara,,valid subspecies,1,Mexico  COUNTRY,,
10428301,10428301_V_lowres.tif,ventral,melpomene,amandus,female,nr._aphrodyte_hyb.,,hybrid,0,Bueyes BOL SC,-17.8,-63.16666667
10428910,10428910_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Guayaquil ECD GU,-2.166666667,-79.96666667
10428217,10428217_V_lowres.tif,ventral,melpomene,ecuadorensis,male,ecuadorensis,,valid subspecies,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428079,10428079_V_lowres.tif,ventral,melpomene,xenoclea,male,var._confluens_hyb.,ST,hybrid,0,Pichis Road PER PA,-10.25,-74.75
10428465,10428465_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Crystallina COL AN,6.416666667,-74.58333333
10428749,10428749_D_lowres.tif,dorsal,erato,hydara,female,ab._tristis,,hybrid,0,Matachin PAN CN,9.116666667,-79.7
10429057,10429057_D_lowres.tif,dorsal,erato,etylus,male,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10428726,10428726_D_lowres.tif,dorsal,erato,hydara,male,ab._tristis,,hybrid,0,Sixaola Rio CRI LI,9.556530556,-82.73621389
10428421,10428421_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Obidos BRA PA,-1.9,-55.51666667
10428939,10428939_V_lowres.tif,ventral,erato,microclea,male,f._microclea,,subspecies synonym,1,Huacamayo Rio PER PU,-13.5,-69.68333333
10428415,10428415_V_lowres.tif,ventral,melpomene,melpomene,male,f._melpomene,,subspecies synonym,1,Cuenca ECD AZ,,
10428650,10428650_D_lowres.tif,dorsal,erato,amalfreda,female,ab._leda_hyb,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429212,10429212_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Chiriqui PAN CQ,8.383333333,-82.33333333
10429201,10429201_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,V de Chiriqui PAN CQ,8.583333332999999,-82.58333333
10428553,10428553_D_lowres.tif,dorsal,erato,phyllis,female,anacreon,,hybrid,0,Rio Mamore prov Sara BOL SC,-17.25,-63.75
10428556,10428556_D_lowres.tif,dorsal,erato,venustus,female,ab._Ottonis,,hybrid,0,Reyes BOL EB,-14.31666667,-67.38333333
10427991,10427991_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Lino PAN CQ,8.8,-82.43333333
10428762,10428762_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Atanquez COL MA,10.7,-73.35
10429212,10429212_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Chiriqui PAN CQ,8.383333333,-82.33333333
